Job Title,Salary Estimate,Job Description,Rating,Company Name,Location,Headquarters,Size,Founded,Type of ownership,Industry,Sector,Revenue,Competitors
"Principal Data Scientist, Online Marketing (Remote)",$118K - $189K (Glassdoor est.),"The Home Depot is able to offer virtual employment of this position in the following states: AL, AK, AZ, AR, DE, DC, FL, GA, HI, ID, IL, IN, IA, KS, KY, LA, ME, MD, MA, MI, MN, MS, MO, MT, NE, NH, NJ, NM, NY, NC, ND, OH, OK, OR, PA, RI, SC, SD, TN, TX, UT, VT, VA, WA, WV, WI, WY

Position Purpose:
The Principal Data Scientist is responsible for leading data science initiatives that drive business profitability, increased efficiencies and improved customer experience. This role assists in the development of the Home Depot advanced analytics infrastructure that informs decision making by leveraging mastery of both the business and Advanced Analytics Modeling techniques. Principal Data Scientists focus on seeking out business opportunities to leverage data science as a competitive advantage.


As a Principal Data Scientist, you will lead large data science projects, identifying opportunities to leverage the best technology and approach, and mentoring data scientists on the project team. This role is expected to contribute to Home Depot's intellectual property by developing cutting-edge, innovative algorithms. This role supports the building of skilled and talented data science teams by providing input to staffing needs and participating in the recruiting and hiring process. In addition, this role requires networking with experts, both academic and industry, to further the application of data science to business problems.




This position typically reports to Senior Manager or above
This position has 0 Direct Reports and leads/manages projects



1. Located in a comfortable indoor area. Any unpleasant conditions would be infrequent and not objectionable.

Typically requires overnight travel less than 10% of the time.
























$280,000 - $150,000",3.8,"The Home Depot
3.8","Atlanta, GA",-1,10000+ Employees,1978,Company - Public,Home Furniture & Housewares Stores,Retail & Wholesale,$10+ billion (USD),-1
"Data Scientist, Engineering Analytics",$118K - $189K (Glassdoor est.),"United States, Georgia, Atlanta
TechOps
09-Aug-2022
Ref #: 16203",4.3,"Delta
4.3","Atlanta, GA",-1,10000+ Employees,1928,Company - Public,"Airlines, Airports & Air Transportation",Transportation & Logistics,$10+ billion (USD),-1
Sr Associate Data Scientist (REMOTE),$118K - $189K (Glassdoor est.),"Who Are We?
Taking care of our customers, our communities and each other. That’s the Travelers Promise. By honoring this commitment, we have maintained our reputation as one of the best property casualty insurers in the industry for over 160 years. Join us to discover a culture that is rooted in innovation and thrives on collaboration. Imagine loving what you do and where you do it.
Compensation Overview
The annual base salary range provided for this position is a nationwide market range and represents a broad range of salaries for this role across the country. The actual salary for this position will be determined by a number of factors, including the scope, complexity and location of the role; the skills, education, training, credentials and experience of the candidate; and other conditions of employment. As part of our comprehensive compensation and benefits program, employees are also eligible for performance-based cash incentive awards.
$96,800.00 - $159,700.00
1
Travelers Data Scientists are taking the organization to the next level of intelligence by using advanced statistical techniques and machine learning algorithms. As Sr. Associate Data Scientist, you will analyze large, complex data sources to generate actionable insights and solutions that will enhance our customer experience. You will work with business partners to develop an understanding of business needs and opportunities for data analysis and experiments. Leverage your expanding technical and business knowledge to build models that solve key business problems.
This position may be based 100% remotely or in one of our offices. #LIRemote #LIHybrid




0",3.9,"The Travelers Companies, Inc.
3.9","Hartford, CT",-1,10000+ Employees,1853,Company - Public,Insurance Carriers,Insurance,$10+ billion (USD),-1
Data Scientist (Local or Remote),$118K - $189K (Glassdoor est.),"(Local or Remote)

ROLE OVERVIEW
We're seeking a talented Data Scientist to join our growing team. You'll play a critical role on our Data Science team and be instrumental in driving long-term growth for the company. The ideal candidate has strong analytical and problem-solving abilities and is excited by the opportunity to navigate large amounts of data to identify patterns, distill insights, and build predictive machine learning models. This is a highly visible role with significant autonomy and the opportunity to work across several teams.
RESPONSIBILITIES",4.8,"Point Digital Finance, Inc.
4.8","Palo Alto, CA",-1,201 to 500 Employees,2015,Company - Private,Real Estate,Real Estate,Unknown / Non-Applicable,-1
"Lead Data Scientist, Marketing & Online (Remote)",$118K - $189K (Glassdoor est.),"Position Purpose:
The Lead Data Scientist is responsible for leading data science initiatives that drive business profitability, increased efficiencies and improved customer experience. This role assists in the development of the Home Depot advanced analytics infrastructure that informs decision making by applying expertise of both business and Advanced Analytics Modeling techniques. Lead Data Scientists focus on seeking out business opportunities to leverage data science as a competitive advantage. Based on the specific data science team, this role has expertise in one or more data science specializations, such as optimization, computer vision, recommendation, search or NLP.


As a Lead Data Scientist, you will be responsible for large data science projects, identifying opportunities to leverage best technology and approach, and mentoring data scientists on the project team. This role is expected to own the library of reusable algorithms for future use, ensuring developed codes are documented. This role supports the building of skilled and talented data science teams by providing input to staffing needs and participating in the recruiting and hiring process. In addition, this role leads data science communities across several business units.




This position typically reports to manager or above
This position has 0 Direct Reports and leads/manages projects



1. Located in a comfortable indoor area. Any unpleasant conditions would be infrequent and not objectionable.

Typically requires overnight travel less than 10% of the time.




















$240,000 - $120,000",3.8,"The Home Depot
3.8","Atlanta, GA",-1,10000+ Employees,1978,Company - Public,Home Furniture & Housewares Stores,Retail & Wholesale,$10+ billion (USD),-1
Applied Scientist,$118K - $189K (Glassdoor est.),"About the team
ZEXP is hiring an Applied Scientist to help us advance our mission to help our product and marketing teams run experiments faster, with improving methods, with more quality controls, and at a lower cost, to generate more impact and innovation.
In this role, you will research, prototype, and implement statistical and machine learning methods to improve the velocity and quality of experimentation at Zillow. We're building a world class experimentation platform to support our experimentation culture and power innovation in our Housing Super-App. We need you to invent and implement innovative capabilities to our analysis capability.
Together we'll enable scientists across Zillow to iterate, test, and quickly ship improvements to production for automation.


This role has been categorized as a Remote position. “Remote” employees do not have a permanent corporate office workplace and, instead, work from a physical location of their choice which must be identified to the Company. Employees may live in any of the 50 US States, with limited exceptions. In certain cases, an employee in a remote-designated job may need to live in a specific region or time zone to support customers or clients as part of their role.
In Colorado, Connecticut, Nevada and New York City the standard base pay range for this role is $127,100.00 - $203,000.00 Annually. This base pay range is specific to Colorado, Connecticut, Nevada and New York City and may not be applicable to other locations.
In addition to a competitive base salary this position is also eligible for equity awards based on factors such as experience, performance and location. Actual amounts will vary depending on experience, performance and location.",3.9,"Zillow
3.9",Remote,-1,5001 to 10000 Employees,2005,Company - Public,Real Estate,Real Estate,$1 to $5 billion (USD),-1
"Senior Data Scientist, Marketing & Online (Remote)",$118K - $189K (Glassdoor est.),"Position Purpose:
The Sr. Data Scientist is responsible for leading data science initiatives that drive business profitability, increased efficiencies and improved customer experience. This role assists in the development of the Home Depot advanced analytics infrastructure that informs decision making. Sr. Data Scientists are expected to seek out business opportunities to leverage data science as a competitive advantage. Based on the specific data science team, this role would need to be Proficient in one or more data science specializations, such as optimization, computer vision, recommendation, search or NLP.


As a Sr. Data Scientist, you will serve as a lead on data science projects, collaborating with project/product managers, providing prioritization of tasks, balancing workload and mentoring data scientists on the project team. This role is expected to present insights and recommendations to leaders and business partners and explain the benefits and impacts of the recommended solutions. This role supports the building of skilled and talented data science teams by providing input to staffing needs and participating in the recruiting and hiring process. In addition, Data Scientists collaborate with business partners and cross-functional teams, requiring effective communication skills, building relationships and partnerships, and leveraging business proficiency to solutions and recommendations.




This position reports to manager or above
This position has 0 Direct Reports



1. Located in a comfortable indoor area. Any unpleasant conditions would be infrequent and not objectionable.

Typically requires overnight travel less than 10% of the time.

























$190,000 - $90,000",3.8,"The Home Depot
3.8","Atlanta, GA",-1,10000+ Employees,1978,Company - Public,Home Furniture & Housewares Stores,Retail & Wholesale,$10+ billion (USD),-1
"Data Scientist, Audience Data Science - Marketing Analytics",$118K - $189K (Glassdoor est.),"JOB SUMMARY: Design, develop and evaluate advanced predictive and machine learning models with a focus on the personalization and optimization of audience first, marketing tactics. Analyze and extract relevant information about guest behaviors and preferences from both structured and unstructured data to better understand marketing opportunities. Conduct advanced analysis on various marketing efforts to gauge performance, impact and effectiveness against the desired results. Responsible for building efficient and scalable automated data processes that prep and standardize various data sources in support of personalization. Delivers accurate, clear, concise insights and visualizations leveraging predictive results that inform and inspire internal stakeholders to make better business decisions.
MAJOR RESPONSIBILITIES:
Mine data to detect patterns, opportunities and insights via advanced analytical techniques to drive Personalization and Audience Strategy.",4.0,"Universal Orlando
4.0","Orlando, FL",-1,10000+ Employees,1987,Subsidiary or Business Segment,Hotels & Resorts,Hotels & Travel Accommodation,$1 to $5 billion (USD),-1
Principal Data Scientist I,$118K - $189K (Glassdoor est.),"JOB SUMMARY
Responsible for leading the development of data-driven solutions to Charter’s business problems. Utilizes analytical, statistical, and programming skills to clean, aggregate, and analyze large data sets and interpret results. This position requires a strong command of statistical techniques and machine learning algorithms, as well as a demonstrated practical ability to determine where to invest time, synthesize actionable findings across diverse assignments, and present findings to audiences with diverse agendas and varying levels of technical expertise.

This position is eligible to work in a hybrid work model (combination of in-office and remote days)

MAJOR DUTIES AND RESPONSIBILITIES
Actively and consistently support all efforts to simplify and enhance the customer experience




Bachelor's degree in computer science, statistics, operations research and/or equivalent combination of education and experience.


Data manipulation and statistical modeling as a Scientist, Consultant,
8 years of Architect, DBA, or Engineer
8 years of SQL/R/SAS Programming
Lead the design, develop and deployment
3+ years of machine learning and analytics models




Master’s degree in related field


Office environment
Charter Technical Engineering Center
Highly collaborative and innovative work space
Occasional Travel BDA630 314944 314944BR

Here, employees don’t just have jobs, they build careers. That’s why we believe in offering a comprehensive pay and benefits package that rewards employees for their contributions to our success, supports all aspects of their well-being, and delivers real value at every stage of life.

The pay for this position has a salary range of . The actual salary offer will carefully consider a wide range of factors, including your skills, qualifications, experience and location. Also, certain positions are eligible for additional forms of compensation such as bonuses.",3.3,"SPECTRUM
3.3","Greenwood Village, CO",-1,10000+ Employees,2016,Company - Public,Telecommunications Services,Telecommunications,$10+ billion (USD),-1
"Cleared AI/ML Senior Data Scientist, Managing Consultant",$118K - $189K (Glassdoor est.),"Overview

Guidehouse is a leading global provider of consulting services to the public sector and commercial markets, with broad capabilities in management, technology, and risk consulting. By combining our public and private sector expertise, we help clients address their most complex challenges and navigate significant regulatory pressures focusing on transformational change, business resiliency, and technology-driven innovation. Across a range of advisory, consulting, outsourcing, and digital services, we create scalable, innovative solutions that help our clients outwit complexity and position them for future growth and success. The company has more than 12,000 professionals in over 50 locations globally. Guidehouse is a Veritas Capital portfolio company, led by seasoned professionals with proven and diverse expertise in traditional and emerging technologies, markets, and agenda-setting issues driving national and global economies. For more information, please visit www.guidehouse.com.",3.7,"Guidehouse
3.7","Washington Harbor, WA",-1,1001 to 5000 Employees,2018,Company - Private,Business Consulting,Management & Consulting,Unknown / Non-Applicable,-1
"Senior Data Scientist, Computer Vision",$118K - $189K (Glassdoor est.),"As an EEO/Affirmative Action Employer, all qualified applicants will receive consideration for employment without regard to race, color, religion, sex, sexual orientation, gender identity, age, national origin, disability, or veteran status.

Job Summary
The Enterprise Analytics & Data Management (EADM) team is part of the Waste Management’s Digital organization. Our mission is to accelerate business growth and drive operational efficiencies by extracting insights from data, predicting business outcomes, and embedding intelligence into business processes. As a member of EADM you will deliver insights and solutions across the organization in areas such as routing, logistics, revenue management, customer experience, people analytics, business operations, and more.",3.6,"WM
3.6","Houston, TX",-1,10000+ Employees,1971,Company - Public,Building & Personnel Services,Management & Consulting,$10+ billion (USD),-1
Data Scientist,$118K - $189K (Glassdoor est.),"Automobile company is looking for a Data Scientist with 6+ years of product development and data science. Office is located in the O.C area.
Responsibilities:
· Develop, evaluate, refine, and automate analytic models using data to address business needs, and identify areas of optimization and growth
· Participate in technical design, project planning and lead development of critical projects
· Design, conduct and lead complex analyses that mine, extract, track, report and analyze performance metrics
· Demonstrate best practices by delivering high quality results to business",-1,Staffing By Sabri,"Costa Mesa, CA",-1,-1,-1,-1,-1,-1,-1,-1
Computer Vision / AI Data Scientist,$118K - $189K (Glassdoor est.),"About care.ai
care.ai is the leading provider of a transformative AI platform for the healthcare industry to develop it into Smart facilities. Our team brings bold and innovative ideas combined with technology and healthcare expertise while making a genuine human impact for our clients, their patients and workforce.
Job Summary
The AI Engineer develops, evaluates and optimizes computer vision and deep learning models for various applications. In addition, the AI Engineer works with peers to drive solutions to meet product and technology requirements.
Experience Requirements",-1,care.ai,Remote,-1,-1,-1,-1,-1,-1,-1,-1
Data Scientist,$118K - $189K (Glassdoor est.),"Introduction:
EpochGeo is looking for a Mid or Senior level Geospatial Data Scientist / Analyst to support one of the most exciting and growing automated analytic projects in the national security space.
Are you a technical geographer who loves to work with data, find patterns in it, and then turn it into actionable intelligence? Are you a data scientist who loves to draw out insights from data, and work with analysts and engineers to turn those insights into automated workflows? If so, please reach out to us at EpochGeo to chat.
Location-based big data can be overwhelming, inaccessible, and noisy. EpochGeo is a data services firm specializing in supporting the full spectrum data cycle: beginning with scalable data storage and ending in producing impactful analytics. Our developers, analysts, and data scientists have a proven track record applying open-source innovative technology, data science, and actionable analytics to inform customers’ data driven decisions.",-1,EpochGeo,"Washington, DC",-1,-1,-1,-1,-1,-1,-1,-1
Data Scientist – Machine Learning Modeler,$118K - $189K (Glassdoor est.),"Overview

Guidehouse is a leading global provider of consulting services to the public sector and commercial markets, with broad capabilities in management, technology, and risk consulting. By combining our public and private sector expertise, we help clients address their most complex challenges and navigate significant regulatory pressures focusing on transformational change, business resiliency, and technology-driven innovation. Across a range of advisory, consulting, outsourcing, and digital services, we create scalable, innovative solutions that help our clients outwit complexity and position them for future growth and success. The company has more than 12,000 professionals in over 50 locations globally. Guidehouse is a Veritas Capital portfolio company, led by seasoned professionals with proven and diverse expertise in traditional and emerging technologies, markets, and agenda-setting issues driving national and global economies. For more information, please visit www.guidehouse.com.",3.7,"Guidehouse
3.7","Washington Harbor, WA",-1,1001 to 5000 Employees,2018,Company - Private,Business Consulting,Management & Consulting,Unknown / Non-Applicable,-1
Data Scientist,$118K - $189K (Glassdoor est.),"JOB SUMMARY
Responsible for developing data-driven solutions to Charter’s initiative for personalized customer experience across products. Utilizes analytical, statistical, and programming skills to clean, aggregate, and analyze large data sets and interpret results. This position requires a strong command of statistical techniques and machine learning algorithms, as well as a demonstrated practical ability to determine where to invest time, synthesize actionable findings across diverse assignments, and present findings to audiences with diverse agendas and varying levels of technical expertise.

MAJOR DUTIES AND RESPONSIBILITIES
Actively and consistently support all efforts to simplify and enhance the customer experience.

Execute the complete analytics life-cycle for problem solving, including: requirements gathering, problem formulation, data grooming, data exploration, model prototyping, model validation, and algorithm productionalization.

Leverage knowledge in analytical and statistical algorithms to help stakeholders explore methods to improve their business. Utilize experience and feedback to recommend options during the development/research/analysis phase.

Lead large-scale exploratory data analyses for new data sources or new uses for existing data sources.

Establish links across existing data sources and find new, interesting data correlations.

Plan effectively to ensure analytics products with flexible, modular, and reusable code base.

Visualize and report data findings creatively in a variety of visual formats that appropriately provide insight to the stakeholders and explain the importance of patterns in the data.

Assist in creating project plans to help team achieve defined project goals within deadlines; proactively communicate status and escalate issues as needed.




Outstanding interpersonal, communication and stakeholder relationship skills – able to work effectively with customers from developers and operations personnel through senior management
Must be self-motivated, results-driven, and able to work with minimum supervision
Intellectually curious
Experience using a data science toolkit such as Python or R
Extensive experience with analytical and statistical software
Passionate about data maintenance, data quality control and all other important data analysis techniques
Demonstrated analytical and problem solving skills with attention to detail and data accuracy
Familiarity with the properties of the major families of machine learning techniques (decision trees, clustering, time series, tree-based models such as random forest, XGBoost), statistical modeling (generalized linear models, time series forecasting), and hypothesis testing (Ttest, sample size estimation, power estimation, ANOVA, etc).
Demonstrated interpersonal communication, verbal and written, relationship management, and customer service skills with a focus on working effectively in a team environment
Ability to work cross-functionally to solve complex problems and improve quality and service
Ability to perform involved and independent research and analysis
Ability to maintain confidentiality and appropriately handle sensitive information
Willingness to learn: Develop expertise in areas outside of core comfort zone


Bachelor's degree in computer science, statistics, operations research and/or equivalent combination of education and experience.


3 years of Data manipulation and statistical modeling as a Scientist, Consultant, Architect, DBA, or Engineer
2 years of Programming experience



Experience with one or more scripting, analysis, or ETL languages and ability to rapidly learn new languages or techniques
Experience with large data sets and the tools to obtain, transform, and store data on Big Data and streaming services
Experience with distributed computing tools such as Hadoop or Map/Reduce


Advanced degree in computer science, mathematics, statistics, physics, operations research or other quantitatively-focus fields


1+ years of Phd
2+ years of Masters
3+ years of Bachelors


Office Environment
Travel as required

BDA303 318546 318546BR

Here, employees don’t just have jobs, they build careers. That’s why we believe in offering a comprehensive pay and benefits package that rewards employees for their contributions to our success, supports all aspects of their well-being, and delivers real value at every stage of life.

The pay for this position has a salary range of . The actual salary offer will carefully consider a wide range of factors, including your skills, qualifications, experience and location. Also, certain positions are eligible for additional forms of compensation such as bonuses.",3.3,"SPECTRUM
3.3","Greenwood Village, CO",-1,10000+ Employees,2016,Company - Public,Telecommunications Services,Telecommunications,$10+ billion (USD),-1
"Sr Data Scientist - Demand Forecasting (GAM, applied ML) ((Full-Time Remote Or Hybrid)",$118K - $189K (Glassdoor est.),"Location: 7000 Target Pkwy N, Brooklyn Park, Minnesota, United States, 55445
JOIN US AS A SENIOR DATA SCIENTIST – DEMAND FORECAST ENGINE

Join Target’s Artificial Intelligence team where you will define and shape what the future of retail looks like! Our team oversees the creation and development of the Demand Forecasting quantitative platform – developing the core algorithms and components that allows many Target divisions to evaluate and anticipate the demand and prices for every Target item at every Target store (i.e., millions of forecasts). We develop these algorithms and platform tools to be performant and accurate while also integrating them into our user’s workflow allowing Target to quickly respond to our guest’s needs.

In Target Demand Forecasting team, the Sr D Scientist contributes as follows:",3.6,"Target
3.6","Brooklyn Park, MN",-1,10000+ Employees,1962,Company - Public,General Merchandise & Superstores,Retail & Wholesale,$10+ billion (USD),-1
Lead Data Scientist - Forecasting (Full-Time Remote OR Hybrid),$118K - $189K (Glassdoor est.),"Location: 7000 Target Pkwy N, Brooklyn Park, Minnesota, United States, 55445
JOIN TARGET AS A LEAD DATA SCIENTIST – FORECASTING
As a Lead Data Scientist on the Demand Forecasting team with Target AI you’ll develop artificial intelligence models and algorithms for our retail business. You’ll work closely with partner team data scientists and Merch business partners to continuously learn more about our business and particularly develop an understanding of the various processes we have in play. You will partner with ML Engineers and Applied Scientists on our partner teams to build solutions for business needs including development, deployment, and maintenance of algorithms and models at scale!
Our team oversees the creation and development of the Demand Forecasting quantitative platform, building the key components which allow us to evaluate the demand and prices of our products and proprietary ‘new ventures’ products. We aim to develop these tools to be more efficient and precise – while also making them directly available to our business team users, allowing us to quickly respond to our Guest’s needs in stores and online.",3.6,"Target
3.6","Brooklyn Park, MN",-1,10000+ Employees,1962,Company - Public,General Merchandise & Superstores,Retail & Wholesale,$10+ billion (USD),-1
"Data Scientist, Expert",$118K - $189K (Glassdoor est.),"Job Location: San Ramon
Team Overview
The aim of the Risk and Data Analytics team in the Wildfire Risk organization is to enhance the risk practices of PG&E’s Electric Operation business and thereby address changing external conditions such as climate change. To this end the Risk and Data Analytics team creates and maintains digital tools to enable PG&E to close the gap between metrics and electric system performance. These tools provide a multi-layered view of risk across the electric system so that decision-making processes include and empower employees at all levels of the company to manage risk appropriately.

Sample activities include:
Interpretation and representation of meteorological data in models that combine a range of data sources such as the electric system asset data, vegetation, and meteorology
Prediction of electric distribution equipment failure before it occurs allowing for proactive maintenance
Development of supervised and unsupervised machine learning models using Python and executed in Foundry or AWS

Position Summary

As part of the Risk and Data Analytics team under the Wildfire Risk organization, the Expert Data Scientist collaborates with a multi-disciplinary project team of data scientists, technology experts, and subject matter experts to develop and deploy models quantifying the probability of failure for the electric transmission grid assets. This individual will serve as the technical lead for development and deployment of high complex models utilizing a hybrid of ML and first principles models. This role aims to quantify risk and develop tools to enable risk-informed planning and decision making for electric grid operations

(continued on second page)


Gathers, cleans, transforms, and/or reduces data from dissimilar sources from across PG&E.
Performs exploratory data analysis (EDA) to produce actionable insights.
Appropriately applies statistical and analytical modeling methods such as classification, regression, clustering, anomaly detection, neural networks, Bayesian etc. using Python.
Works collaboratively with other data scientists through an iterative Agile project development lifecycle
Assesses business implications associated with modeling assumptions, inputs, methodologies, technical implementation, analytic procedures and processes, and advanced data analysis
Works with company subject matter experts to understand application and potential of data analytic solutions to create value for end-user
D ocuments data sources, methodology, and model evaluation metrics
Presents findings and makes recommendations to management and other stakeholders


Degree in computer science, engineering, applied sciences, mathematics, statistics, econometrics or similar quantitatively focused subject areas or job-related experience
Minimum of 8 years of relevant experience in data science or advanced analytics OR Master’s Degree and job-related experience, 6 years, OR Doctorate and job-related experience, 3 years


Demonstrated understanding of physics-based models that simulate decay, corrosion, or wear of structures, catenary cables, steel components, etc.
Relevant industry (electric or gas utility, renewable energy, analytics consulting, etc.) experience
Ability to clearly communicate complex technical details and insights to colleagues and stakeholders
Experience working collaboratively on a development or analytics team
Demonstrated proficiency with data science best practices, such as version control via Git or similar
Demonstrated proficiency with model development for decision analysis, forecasting, or other complex quantitative modeling
Demonstrated experience writing clear and well documented code, preferably in Python
Demonstrated e xperience working with large datasets and knowledgeable about parallelization
Strong understanding of statistics and experience developing supervised & unsupervised learning models


History mentoring and teaching others as well as desire to continue to do so
Demonstrated experience creating clear data visualizations that provide business value using tools
Enjoy working on complex multi-stage projects with a diverse team
Familiarity with transmission and/or distribution power flow models",3.9,"PG&E Corporation
3.9","San Ramon, CA",-1,10000+ Employees,1905,Company - Public,Energy & Utilities,"Energy, Mining & Utilities",$10+ billion (USD),-1
AI/ML Health Data Scientist – Senior Consultant,$118K - $189K (Glassdoor est.),"Overview

Guidehouse is a leading global provider of consulting services to the public and commercial markets with broad capabilities in management, technology, and risk consulting. We help clients address their toughest challenges and navigate significant regulatory pressures with a focus on transformational change, business resiliency, and technology-driven innovation. Across a range of advisory, consulting, outsourcing, and digital services, we create scalable, innovative solutions that prepare our clients for future growth and success. The company has more than 10,000 professionals in over 50 locations globally. Guidehouse is a Veritas Capital portfolio company, led by seasoned professionals with proven and diverse expertise in traditional and emerging technologies, markets, and agenda-setting issues driving national and global economies. For more information, please visit: www.guidehouse.com.",3.7,"Guidehouse
3.7","Washington Harbor, WA",-1,1001 to 5000 Employees,2018,Company - Private,Business Consulting,Management & Consulting,Unknown / Non-Applicable,-1
Computer Vision and Machine Learning Engineer,$118K - $189K (Glassdoor est.),"Requisition Number: ENG-002-0622
Location: Boulder, CO
Employment Type: Full Time, Salary
Stratom, Inc. is a high-tech company specializing in autonomous robotics and unmanned vehicles. The company attracts high-performing professionals who thrive on the development and implementation of innovative solutions and who are committed to honesty, integrity, and excellence.
What you'll get to do:
Stratom is seeking a versatile individual with professional experience in Machine Learning and team leadership to be a major contributor to our unmanned vehicle and autonomous robotic arm projects. As a growing R&D firm, each team member is asked to wear many hats and contribute to a wide variety of disciplines, so resourcefulness and adaptability are highly valued. A strong candidate will also have outstanding interpersonal skills and be ready to become a prominent leader within our engineering team right away.",5.0,"Stratom, Inc.
5.0","Boulder, CO",-1,1 to 50 Employees,-1,Company - Private,Aerospace & Defense,Aerospace & Defense,$1 to $5 million (USD),-1
"Distinguished Engineer, Data Strategy (Remote Eligible)",$118K - $189K (Glassdoor est.),"Locations: VA - McLean, United States of America, McLean, Virginia
Distinguished Engineer, Data Strategy (Remote Eligible)
Distinguished Engineers are individual contributors who strive to be diverse in thought so we visualize the problem space. At Capital One, we believe diversity of thought strengthens our ability to influence, collaborate and provide the most innovative solutions across organizational boundaries. Distinguished Engineers will significantly impact our trajectory and devise clear roadmaps to deliver next generation technology solutions.
Deep technical experts and thought leaders that help accelerate adoption of the very best engineering practices, while maintaining knowledge on industry innovations, trends and practices
Visionaries, collaborating on Capital One’s toughest issues, to deliver on business needs that directly impact the lives of our customers and associates






No agencies please. Capital One is an Equal Opportunity Employer committed to diversity and inclusion in the workplace. All qualified applicants will receive consideration for employment without regard to sex, race, color, age, national origin, religion, physical and mental disability, genetic information, marital status, sexual orientation, gender identity/assignment, citizenship, pregnancy or maternity, protected veteran status, or any other status prohibited by applicable national, federal, state or local law. Capital One promotes a drug-free workplace. Capital One will consider for employment qualified applicants with a criminal history in a manner consistent with the requirements of applicable laws regarding criminal background inquiries, including, to the extent applicable, Article 23-A of the New York Correction Law; San Francisco, California Police Code Article 49, Sections 4901-4920; New York City’s Fair Chance Act; Philadelphia’s Fair Criminal Records Screening Act; and other applicable federal, state, and local laws and regulations regarding criminal background inquiries.",4.2,"Capital One
4.2","New York, NY",-1,10000+ Employees,1994,Company - Public,Banking & Lending,Financial Services,$10+ billion (USD),-1
Senior Health Statistician / Data Scientist,$118K - $189K (Glassdoor est.),"Aon is looking for a Senior Health Statistician / Data Scientist to join the Health Commercial Analytics team
(Atlanta, Austin, Chicago, Denver, virtual workers will be considered (TX, FL Virtual)

As part of an industry-leading team, you will help empower results for our clients by delivering innovative and effective solutions as part of the Commercial Analytics team within Aon.
This role will involve working with large health claims datasets to support the broader health actuarial and consulting practice in assisting clients with data-driven insights.

Duties and Responsibilities: Oversee methodologies for dynamic team focused on healthcare data and innovation Build statistical and machine learning models on large health claims and risk datasets such as eligibility data, medical claims and prescription drug claims data Collaborate with data engineering team on data pipelines Translate and simplify results for presentation to clients Lead the design, development and deployment of advanced statistical models Work in collaboration with external healthcare carriers, data vendors and startups Be up-to-date on upcoming vendors and startups in the healthcare space in areas such as healthcare navigation, digital health and care delivery Manage the evaluation of healthcare costs, outcomes, utilization and major drivers Design visualization tools and reporting automation to communicate end-results to client teams
Support client teams and actuaries with data related requests
Develop validation and quality control methodologies


7+ years’ experience in data science or statistics (or PhD with 2+ years)
3+ years’ experience in health and benefits ecosystem at a c onsulting firm, broker, health insurance carrier or health analytics team Experience in data cleaning, exploratory analysis, predictive analytics
Experience designing and leading data science projects and/or teams Have detailed understanding of medical claims reporting and billing
Experience working with large health claims datasets Strong applied statistics skills such as model training and validation, causal inference methods, statistical testing Degree in actuarial science, mathematics, statistics, computer science or other related fields. (PhD/Master’s degree preferred) Proficient in R, Python, SQL Experience with Spark/Databricks and R/Python IDEs is a plus Proficient in Microsoft Excel/VBA, Word, Power Point Experience with data visualisation tools: Tableau/Power BI/plotly/shiny Good communication skills, both oral and in writing Good organization and time management skills; ability to work independently


A competitive total rewards package, continuing education & training, and tremendous potential with a growing worldwide organization.
The salary for this position is $135,000-$175,000 annually. This salary range is an estimate and the actual salary will vary based on applicant’s education, experience, skills, and abilities, as well as internal equity and alignment with market data. The salary may also be adjusted based on applicant’s geographic location


From helping clients gain access to capital after natural disasters, to creating access to health care and retirement for millions, Aon colleagues empower results for our clients, communities, and each other every day. They make a difference, work with the best, own their potential, and value one another. This is the Aon Colleague Experience, defining what it means to work at Aon and realizing our vision of empowering human and economic possibility. To learn more, visit Aon Colleague Experience .


AON) is a leading global professional services firm providing a broad range of risk, retirement and health solutions. Our 50,000 colleagues in 120 countries empower results for clients by using proprietary data and analytics to deliver insights that reduce volatility and improve performance.

By applying for a position with Aon, you understand that, should you be made an offer, it will be contingent on your undergoing and successfully completing a background check consistent with Aon's employment policies. Background checks may include some or all of the following based on the nature of the position: SSN/SIN validation, education verification, employment verification, and criminal check, search against global sanctions and government watch lists, fingerprint verification, credit check, and/or drug test. You will be notified during the hiring process which checks are required by the position.

Aon provides equal employment opportunities (EEO) to all employees and applicants for employment without regard to race, color, religion, creed, sex, sexual orientation, gender identity, national origin, age, disability, veteran, marital, or domestic partner status. Aon is committed to a diverse workforce and is an affirmative action employer.


Nothing in this job description restricts management's right to assign or reassign duties and responsibilities to this job at any time.

#USA_IND
#LI-HP1
#LI-REMOTE 2503479",3.9,"Aon
3.9","Atlanta, GA",-1,10000+ Employees,1892,Company - Public,Insurance Agencies & Brokerages,Insurance,$10+ billion (USD),-1
